carne_producida,carneros,corderos,direccion_viento,finura_lana,humedad,lana_producida,localidad,mm_lluvia,muertes,ovejas,pariciones,rinde_lana,temperatura_maxima,temperatura_minima,velocidad_viento,periodo
918,1,144,177,1517,72.1,2006,Gaiman,4.5,20,2517,411,2583,11.6,15.2,5.7,2016-02-18
495,4,174,108,2468,41.5,2011,Gaiman,0.0,9,1591,291,2742,9.7,17.5,7.8,2016-02-19
147,2,112,166,1930,43.8,2254,Gaiman,0.0,33,2641,494,2101,9.7,23.3,6.9,2016-02-20
939,3,143,136,2396,43.1,2087,Gaiman,0.0,27,2534,279,2563,15.0,23.9,3.8,2016-02-21
748,5,112,176,2779,59.5,2246,Gaiman,0.0,14,1635,263,2519,14.0,20.7,7.4,2016-02-22
113,5,115,136,1767,65.0,1315,Gaiman,0.0,18,2280,420,2810,11.6,19.1,3.3,2016-02-23
210,3,96,92,2381,49.0,1903,Gaiman,0.0,17,1109,315,2603,11.4,18.3,11.4,2016-02-24
374,1,117,150,2851,42.8,2336,Gaiman,0.0,34,2130,318,2601,9.7,18.4,10.1,2016-02-25
986,3,134,118,2088,42.9,1769,Gaiman,0.0,30,1069,226,2823,12.0,16.1,19.6,2016-02-26
454,5,132,121,1674,61.3,1184,Gaiman,0.3,16,2037,449,1712,6.9,15.1,6.3,2016-02-27
400,1,148,157,1051,66.6,1709,Gaiman,0.3,25,2038,468,1194,9.0,15.6,5.7,2016-02-28
777,1,136,168,2376,72.4,1105,Gaiman,0.0,12,2903,296,2598,8.1,16.9,4.0,2016-02-29
924,1,134,105,2140,74.1,1620,Gaiman,0.8,17,1916,360,1774,10.6,18.8,5.2,2016-03-01
485,4,169,159,1770,60.7,2943,Gaiman,6.3,7,2038,326,2712,16.8,22.6,6.9,2016-03-02
498,2,143,120,2649,72.9,1752,Gaiman,8.9,16,1994,395,1122,14.3,19.0,0.9,2016-03-03
489,2,121,180,1560,78.6,2725,Gaiman,0.0,36,2973,202,1071,11.2,15.3,0.1,2016-03-04
506,1,96,118,2962,67.3,1512,Gaiman,0.3,11,2269,352,2550,9.2,16.1,4.9,2016-03-05
252,4,170,98,1877,75.0,1317,Gaiman,0.0,33,2921,291,2841,10.1,17.1,6.1,2016-03-06
728,4,154,152,2849,75.4,2515,Gaiman,1.0,49,2196,212,2779,14.8,21.1,2.8,2016-03-07
465,4,130,165,1829,42.2,1987,Gaiman,0.0,9,2392,464,1892,10.4,18.9,15.8,2016-03-08
329,5,104,172,1196,59.0,1711,Gaiman,0.0,48,1018,277,2083,5.2,12.5,4.8,2016-03-09
835,3,134,180,1463,44.9,2966,Gaiman,0.0,21,1419,210,1030,10.1,20.2,8.7,2016-03-10
571,4,167,172,2605,47.0,2736,Gaiman,0.0,12,2911,489,1182,9.2,16.4,10.3,2016-03-11
620,1,157,114,2027,49.7,1401,Gaiman,0.0,25,2678,469,1546,6.3,18.7,6.6,2016-03-12
74,2,170,159,1285,44.0,1769,Gaiman,0.0,12,1810,500,1252,11.6,21.1,7.0,2016-03-13
145,5,113,174,2459,65.2,1560,Gaiman,0.0,16,2730,390,2067,7.7,17.4,2.8,2016-03-14
267,4,147,106,2262,67.4,1818,Gaiman,0.3,17,1828,363,2354,10.6,17.3,4.0,2016-03-15
739,2,163,116,1468,65.4,2379,Gaiman,0.3,21,1819,257,1816,8.2,19.4,7.3,2016-03-16
16,4,152,95,1602,60.5,1776,Gaiman,2.0,46,1375,228,2788,10.9,21.4,13.0,2016-03-17
66,1,128,166,2887,45.4,2996,Gaiman,0.0,22,1843,390,2072,7.3,13.2,12.1,2016-03-18
963,3,90,96,1655,61.6,2751,Gaiman,0.0,40,2250,415,1180,3.3,12.6,3.8,2016-03-19
360,2,173,150,1940,52.3,1932,Gaiman,0.0,31,1326,227,1400,5.1,16.6,2.7,2016-03-20
736,4,131,96,1707,37.3,2444,Gaiman,0.0,6,1391,231,1040,10.7,19.3,9.9,2016-03-21
12,3,101,176,1268,62.8,1071,Gaiman,0.0,6,2475,337,1235,5.3,16.6,4.6,2016-03-22
665,5,124,167,1024,49.4,2702,Gaiman,0.0,2,2179,257,1265,12.1,18.0,12.6,2016-03-23
460,5,128,150,1469,31.8,3000,Gaiman,0.0,22,1743,344,1646,6.4,14.4,8.0,2016-03-24
449,3,123,91,2856,45.9,2998,Gaiman,0.0,19,1376,352,1076,4.3,15.8,8.3,2016-03-25
208,5,147,130,1954,56.7,1845,Gaiman,0.0,45,1422,332,2572,13.5,19.2,11.7,2016-03-26
888,1,105,148,1555,51.4,1883,Gaiman,0.0,44,1056,399,1612,15.7,21.6,6.9,2016-03-27
3,4,99,108,1111,57.1,2441,Gaiman,0.0,16,1047,405,1835,11.4,18.8,3.5,2016-03-28
641,2,172,110,1260,59.1,1218,Gaiman,4.3,31,2414,449,1190,8.4,20.4,4.2,2016-03-29
812,1,143,124,1557,50.6,2644,Gaiman,0.0,15,1067,414,2120,13.2,21.9,3.5,2016-03-30
136,3,122,122,1411,44.5,1334,Gaiman,0.0,23,1723,486,2351,7.4,17.1,8.5,2016-03-31
844,1,101,125,2281,74.6,2546,Gaiman,0.0,2,1435,351,1118,5.8,12.6,2.7,2016-04-01
411,4,97,163,2612,61.3,1005,Gaiman,1.0,39,2674,297,2092,9.9,15.8,7.5,2016-04-02
496,4,124,123,2324,55.5,2781,Gaiman,0.0,15,2258,372,2079,6.9,12.3,6.9,2016-04-03
600,2,169,178,2499,72.4,1940,Gaiman,0.0,6,2043,381,1052,7.3,13.3,3.7,2016-04-04
808,5,176,105,1146,64.2,2177,Gaiman,0.0,37,2101,357,2006,3.2,14.9,4.3,2016-04-05
548,1,90,156,2795,40.0,1845,Gaiman,0.0,11,1817,208,1475,11.4,20.1,6.6,2016-04-06
274,5,174,137,2136,64.9,1581,Gaiman,1.0,22,1839,485,1394,10.9,17.2,6.7,2016-04-07
554,1,155,122,2568,61.6,1264,Gaiman,0.0,21,1954,330,1394,4.1,10.6,4.6,2016-04-08
817,3,161,115,2994,69.0,1489,Gaiman,0.0,30,1790,305,1633,3.9,9.9,2.6,2016-04-09
22,3,112,120,2762,67.0,2199,Gaiman,0.0,35,1739,239,1176,1.0,10.5,3.7,2016-04-10
738,1,136,98,2636,59.2,2821,Gaiman,0.0,15,2116,271,1485,4.9,13.7,2.8,2016-04-11
989,5,123,149,1782,52.0,2362,Gaiman,0.0,48,1791,304,1264,9.8,15.8,6.7,2016-04-12
939,1,105,149,2611,59.9,2216,Gaiman,0.0,15,1377,369,1249,5.5,14.3,3.0,2016-04-13
327,4,168,147,2099,38.4,2671,Gaiman,0.0,5,1316,388,1186,10.3,18.9,10.3,2016-04-14
457,3,168,98,2891,34.8,2476,Gaiman,0.0,17,2959,317,1169,12.8,18.7,13.2,2016-04-15
218,4,90,97,2861,36.1,1133,Gaiman,0.0,21,2192,373,1206,4.5,9.7,15.3,2016-04-16
1,1,103,165,1993,40.6,2021,Gaiman,0.0,7,1028,423,2388,2.6,9.6,6.6,2016-04-17
616,4,164,161,1296,54.8,1993,Gaiman,0.0,49,2193,437,2884,-1.8,9.9,4.0,2016-04-18
33,1,174,162,2269,48.1,2122,Gaiman,0.0,19,2263,419,2630,0.8,12.1,6.5,2016-04-19
979,4,110,115,2990,35.7,2057,Gaiman,0.0,41,1335,458,1412,13.6,17.2,19.0,2016-04-20
724,1,174,134,2496,39.0,2041,Gaiman,0.0,6,1886,251,1090,2.6,11.9,14.0,2016-04-21
866,4,172,127,2179,56.2,1690,Gaiman,0.0,2,1871,393,2791,1.1,10.0,3.1,2016-04-22
144,4,153,155,2216,68.4,2800,Gaiman,1.3,18,2039,460,2939,6.1,10.0,9.4,2016-04-23
984,4,120,174,1242,72.3,2037,Gaiman,0.8,8,2157,230,1139,3.3,8.7,9.8,2016-04-24
63,1,122,101,2018,68.0,2200,Gaiman,0.0,7,2767,210,1007,2.0,6.9,14.1,2016-04-25
53,2,148,159,2272,70.0,2273,Gaiman,0.0,47,1091,290,2938,1.1,6.6,9.5,2016-04-26
240,5,154,172,1953,69.8,2347,Gaiman,0.0,16,1516,390,1342,-2.2,5.7,2.0,2016-04-27
66,5,118,153,1936,69.5,1550,Gaiman,0.0,4,2510,491,2885,1.4,7.7,10.9,2016-04-28
73,1,135,154,2538,69.7,1063,Gaiman,0.0,23,2200,402,1000,-1.9,4.9,4.8,2016-04-29
696,1,110,92,2134,66.8,2471,Gaiman,0.3,20,2832,422,1448,-4.8,5.7,3.2,2016-04-30
659,4,121,174,2560,70.8,1536,Gaiman,0.0,50,1983,457,2535,1.5,7.2,5.8,2016-05-01
40,5,151,115,1938,78.6,1975,Gaiman,0.3,46,2340,428,1886,-2.6,5.8,1.8,2016-05-02
502,2,130,177,1220,72.0,1690,Gaiman,0.0,28,1045,284,2022,1.3,9.8,2.7,2016-05-03
8,5,126,130,2658,63.7,2654,Gaiman,0.0,49,1233,267,2776,0.8,8.1,4.4,2016-05-04
747,4,148,171,2337,84.1,1978,Gaiman,0.3,37,1304,411,1881,1.4,6.9,1.6,2016-05-05
28,4,137,166,1237,76.4,2309,Gaiman,0.0,8,2997,469,2677,2.3,9.6,3.1,2016-05-06
564,5,112,103,1382,74.3,2426,Gaiman,0.0,17,1034,352,2170,4.7,10.6,4.9,2016-05-07
199,3,167,151,2431,77.6,1050,Gaiman,0.0,34,2387,283,1296,9.0,12.4,4.1,2016-05-08
842,2,155,94,1972,74.0,2151,Gaiman,0.0,10,2855,238,1913,8.0,10.4,7.9,2016-05-09
563,5,118,120,1766,68.0,1012,Gaiman,0.0,20,1581,246,2998,1.2,7.9,2.9,2016-05-10
445,2,160,172,1268,77.1,2372,Gaiman,0.0,17,1887,487,2541,-1.7,6.4,2.5,2016-05-11
344,2,115,171,2387,79.3,1419,Gaiman,1.8,13,1435,411,1443,9.1,12.1,4.6,2016-05-12
310,1,145,136,2134,78.2,2699,Gaiman,0.0,28,2689,365,1559,3.2,11.6,2.7,2016-05-13
149,2,97,163,2619,90.0,1496,Gaiman,0.0,20,1471,316,2924,10.3,12.1,10.5,2016-05-14
465,4,161,152,1865,80.9,2184,Gaiman,0.0,2,1220,326,2871,6.8,9.0,9.9,2016-05-15
409,1,163,154,2686,85.1,2865,Gaiman,0.5,44,2926,280,2888,4.1,6.8,3.2,2016-05-16
680,5,103,119,1797,80.1,2263,Gaiman,0.0,9,1931,486,1175,-2.8,4.2,1.1,2016-05-17
486,1,94,177,1715,80.6,2695,Gaiman,0.0,1,2199,450,1899,-1.3,7.1,3.0,2016-05-18
238,2,143,149,1377,69.2,2347,Gaiman,0.0,50,2893,211,2657,5.6,8.9,2.8,2016-05-19
243,4,172,102,1241,72.7,2537,Gaiman,0.0,13,2173,499,1388,-0.6,5.9,4.6,2016-05-20
801,3,173,162,1987,67.8,1697,Gaiman,0.0,11,2559,438,1439,-4.7,3.9,2.3,2016-05-21
953,5,171,133,1811,71.9,1573,Gaiman,0.0,37,2713,261,2620,0.7,6.6,4.5,2016-05-22
272,3,129,97,2820,84.0,1431,Gaiman,0.3,1,1476,438,1742,-2.2,6.0,4.4,2016-05-23
302,2,179,160,1046,81.0,1798,Gaiman,0.0,20,2386,295,1417,4.6,8.7,4.2,2016-05-24
14,3,119,153,1886,76.4,2583,Gaiman,0.0,16,2203,227,1826,7.5,9.2,9.8,2016-05-25
651,5,157,120,1244,93.6,2127,Gaiman,1.3,48,2732,231,2153,2.9,6.8,2.3,2016-05-26
328,4,149,94,1039,89.2,2778,Gaiman,0.0,33,1746,202,1803,0.1,5.5,3.4,2016-05-27
768,3,100,176,2247,79.3,2971,Gaiman,0.0,13,1564,492,1067,5.1,10.5,7.4,2016-05-28
926,1,140,122,1147,80.2,1180,Gaiman,0.0,25,1720,275,1058,9.7,12.2,6.8,2016-05-29
629,5,152,96,1063,97.4,2898,Gaiman,3.8,36,1283,274,1650,10.4,12.6,1.3,2016-05-30
634,1,92,118,1846,89.2,1480,Gaiman,0.5,32,2342,420,2699,10.3,11.5,8.0,2016-05-31
217,5,98,180,1718,81.7,2040,Gaiman,0.5,24,1935,376,1663,8.5,9.8,12.1,2016-06-01
279,2,91,163,2983,87.7,1219,Gaiman,0.3,2,2780,408,1548,4.8,8.8,3.7,2016-06-02
48,3,159,141,2152,95.1,1807,Gaiman,3.0,6,2196,439,2150,1.3,6.1,3.2,2016-06-03
432,5,152,156,2331,93.2,2122,Gaiman,4.8,44,1696,310,1041,2.4,7.2,4.5,2016-06-04
250,3,133,160,1490,85.9,1058,Gaiman,0.3,26,2220,215,1801,-2.6,3.9,3.4,2016-06-05
495,1,114,167,2878,71.7,2569,Gaiman,0.8,9,2705,487,1111,4.0,8.9,8.8,2016-06-06
325,3,144,135,2618,64.5,1133,Gaiman,0.0,42,1164,305,1682,2.7,5.7,13.4,2016-06-07
111,2,127,179,2750,72.9,1847,Gaiman,1.5,41,1862,500,2340,-0.6,4.1,4.8,2016-06-08
569,4,134,112,1454,80.2,1539,Gaiman,0.5,12,2115,421,2491,-0.2,3.7,10.7,2016-06-09
42,5,96,165,2680,76.0,1483,Gaiman,0.0,29,1815,377,1631,-2.3,1.4,7.7,2016-06-10
732,1,119,131,2069,62.3,2037,Gaiman,0.0,30,1526,219,2975,-0.1,4.4,6.3,2016-06-11
847,2,94,122,2918,74.2,1991,Gaiman,0.0,41,1553,314,2066,-3.2,4.4,1.2,2016-06-12
232,1,97,114,1373,68.8,2360,Gaiman,0.3,18,2499,465,2942,2.6,8.2,6.7,2016-06-13
653,2,171,152,1698,75.1,2489,Gaiman,0.0,27,1993,275,2480,1.1,6.8,2.8,2016-06-14
298,2,163,174,1003,81.3,2188,Gaiman,0.0,11,1883,345,2910,-2.9,3.9,1.9,2016-06-15
835,5,179,157,2744,75.8,2574,Gaiman,0.0,50,2440,315,1714,-0.6,6.0,4.6,2016-06-16
240,1,115,139,1445,75.7,1707,Gaiman,0.0,42,1402,416,1102,-0.3,6.5,5.3,2016-06-17
190,2,146,143,2835,77.7,1001,Gaiman,0.3,39,1740,438,1413,-1.1,5.4,5.8,2016-06-18
81,2,98,161,2760,81.8,1850,Gaiman,0.3,31,1514,255,1966,-5.6,3.0,3.2,2016-06-19
504,5,178,174,2190,76.9,2178,Gaiman,0.0,13,2971,407,1088,1.0,7.7,4.2,2016-06-20
346,2,173,121,2477,80.5,1632,Gaiman,0.3,21,2704,441,1343,-0.9,5.2,3.3,2016-06-21
141,5,149,131,2789,80.9,1534,Gaiman,0.0,28,1475,398,2940,-3.2,5.1,1.9,2016-06-22
290,1,115,166,2437,65.8,2311,Gaiman,0.0,20,2617,200,1982,0.6,7.6,6.9,2016-06-23
945,4,96,93,2441,59.9,1846,Gaiman,0.0,41,1367,309,2087,-1.9,5.5,7.8,2016-06-24
141,3,147,112,1035,67.3,2276,Gaiman,0.0,4,2895,305,1964,-4.2,3.3,2.4,2016-06-25
942,5,163,104,1164,72.3,1195,Gaiman,0.0,26,1937,209,2135,-2.7,5.5,1.5,2016-06-26
211,1,106,178,2842,72.7,1435,Gaiman,0.3,12,1147,284,1080,-1.5,7.3,2.4,2016-06-27
78,4,160,166,2807,63.5,1429,Gaiman,0.0,50,1506,234,1292,-1.6,8.6,3.7,2016-06-28
714,2,149,158,1415,58.0,1630,Gaiman,0.0,37,2304,256,1238,-0.1,6.3,5.3,2016-06-29
602,4,118,173,1300,56.2,2408,Gaiman,0.0,28,1254,488,2337,-4.3,3.1,5.1,2016-06-30
411,3,172,171,1847,56.0,2621,Gaiman,0.0,7,2657,271,1290,0.8,4.3,0.5,2016-07-01
457,2,105,137,1033,68.4,1086,Gaiman,0.0,5,1238,435,1838,-2.8,0.6,0.1,2016-07-02
69,1,135,96,1585,64.9,2412,Gaiman,0.0,40,2789,401,1272,-0.2,5.6,2.5,2016-07-03
204,2,126,111,2161,54.0,2386,Gaiman,0.0,13,2398,394,1980,4.6,8.4,3.0,2016-07-04
20,4,166,145,2499,57.5,1818,Gaiman,0.2,45,2855,276,2978,6.7,11.1,4.1,2016-07-05
320,5,122,155,2029,51.1,1658,Gaiman,0.0,41,2998,228,2352,7.2,10.2,1.1,2016-07-06
525,4,175,145,2717,67.0,1636,Gaiman,0.0,36,2372,415,1316,4.1,6.6,0.0,2016-07-07
990,3,110,173,2697,86.3,1893,Gaiman,0.0,25,1234,474,2102,2.2,5.0,0.0,2016-07-08
591,3,173,158,2671,76.2,1725,Gaiman,0.0,41,1045,289,2055,1.8,4.3,0.0,2016-07-09
857,1,142,109,1116,80.0,2513,Gaiman,0.2,20,2726,319,2738,-0.7,2.3,0.1,2016-07-10
56,4,94,119,1472,89.7,1582,Gaiman,0.2,4,1612,436,2663,-1.4,0.8,0.0,2016-07-11
576,3,161,107,1055,88.2,2309,Gaiman,0.0,43,1843,410,2916,-0.2,1.7,0.0,2016-07-12
281,3,90,158,2265,84.2,2074,Gaiman,0.0,38,1798,339,1988,-0.9,1.4,0.0,2016-07-13
154,2,133,133,1377,78.5,1991,Gaiman,0.0,6,2402,291,1255,-0.1,1.9,0.0,2016-07-14
981,3,138,115,1900,79.3,1997,Gaiman,0.0,9,1608,416,1080,0.5,1.7,0.0,2016-07-15
631,2,180,156,2223,72.0,1319,Gaiman,0.2,6,1798,239,2592,0.4,2.5,0.5,2016-07-16
442,2,159,144,2218,73.0,2562,Gaiman,0.8,21,2977,379,1769,0.5,3.6,0.1,2016-07-17
635,1,128,109,2986,64.3,1766,Gaiman,0.0,46,2069,212,1465,-0.1,4.8,0.1,2016-07-18
604,1,120,152,1312,56.1,2411,Gaiman,0.0,42,1429,205,1080,5.3,7.5,0.3,2016-07-19
470,3,121,146,2555,53.2,1973,Gaiman,0.0,34,1144,313,1674,4.4,7.9,1.3,2016-07-20
687,5,156,130,2941,51.2,2665,Gaiman,0.0,37,2966,354,2554,-0.3,4.4,2.1,2016-07-21
360,3,175,136,1838,44.5,1631,Gaiman,0.0,33,1228,374,2843,2.1,6.2,1.0,2016-07-22
768,2,145,150,1609,50.2,1570,Gaiman,0.0,12,2984,313,1097,-0.6,3.7,0.1,2016-07-23
189,2,171,141,1002,60.1,2314,Gaiman,0.0,44,2561,325,1338,-3.9,0.1,0.0,2016-07-24
567,1,126,95,1558,72.2,2961,Gaiman,0.0,15,2117,430,1402,-5.7,-1.2,0.0,2016-07-25
110,4,177,107,1892,69.9,1513,Gaiman,0.0,19,2334,449,2279,-6.3,-2.0,0.0,2016-07-26
538,4,162,142,1124,70.9,2674,Gaiman,0.0,19,2776,485,1243,-7.3,-3.2,0.0,2016-07-27
674,2,122,97,2788,88.3,1002,Gaiman,1.0,32,1380,317,1658,-1.4,-0.2,0.0,2016-07-28
176,3,157,177,1401,85.0,1232,Gaiman,0.0,26,2580,234,1478,-1.8,0.7,0.0,2016-07-29
788,2,111,142,1651,88.7,2784,Gaiman,0.2,23,2195,356,1070,-3.5,-0.1,0.0,2016-07-30
561,3,98,120,1552,95.2,1847,Gaiman,0.2,5,1247,382,2639,-2.8,-1.0,0.0,2016-07-31
302,4,123,175,2362,87.7,2890,Gaiman,0.3,40,1690,486,1211,2.4,6.7,2.7,2016-08-01
359,3,114,103,2082,89.1,1210,Gaiman,0.0,8,2111,475,1653,3.2,7.1,2.4,2016-08-02
751,3,121,166,1528,80.7,1543,Gaiman,0.0,4,1611,384,1027,3.9,9.0,3.7,2016-08-03
830,5,135,142,1895,65.3,1097,Gaiman,0.0,36,2797,405,1089,3.6,8.5,5.4,2016-08-04
208,2,104,111,1865,60.3,2835,Gaiman,0.0,6,2472,444,1283,3.0,8.6,7.7,2016-08-05
898,5,149,145,2491,57.2,1076,Gaiman,0.5,24,2540,258,2502,3.5,9.5,9.0,2016-08-06
198,4,104,161,1750,54.4,1451,Gaiman,0.0,40,2135,206,2670,3.2,12.2,9.1,2016-08-07
285,4,103,143,2548,55.2,2139,Gaiman,0.0,6,2656,215,2639,4.9,11.4,10.2,2016-08-08
129,2,96,176,1953,58.7,2947,Gaiman,0.0,16,2988,339,1019,2.2,10.7,4.6,2016-08-09
79,1,126,146,1171,63.0,2942,Gaiman,0.0,12,2996,490,2413,1.1,11.3,3.3,2016-08-10
713,1,144,136,1518,37.6,2241,Gaiman,0.0,50,2669,484,2950,9.2,14.6,19.3,2016-08-11
597,2,114,116,1475,42.5,2154,Gaiman,0.0,10,2874,410,2604,4.8,9.6,6.5,2016-08-12
976,4,136,130,2925,59.1,2078,Gaiman,1.0,6,1608,471,1461,0.5,9.8,10.5,2016-08-13
400,2,111,93,1098,74.3,1219,Gaiman,5.3,29,1564,255,1739,4.5,8.0,6.2,2016-08-14
849,3,155,124,1076,93.1,1011,Gaiman,8.1,27,2802,458,1322,4.4,5.5,4.6,2016-08-15
268,1,103,149,1980,88.8,2267,Gaiman,2.8,27,2771,266,1955,4.7,7.6,5.4,2016-08-16
377,2,120,99,2057,85.1,2847,Gaiman,0.5,4,1123,214,1758,2.9,6.6,7.2,2016-08-17
363,4,146,159,1129,83.2,2748,Gaiman,0.3,43,2850,497,1458,0.9,5.6,5.6,2016-08-18
934,3,104,133,1726,82.4,2020,Gaiman,0.0,46,1149,441,2347,0.7,4.0,5.7,2016-08-19
877,3,117,147,1091,68.0,1962,Gaiman,0.0,46,2963,443,2555,-0.6,3.7,7.0,2016-08-20
8,1,104,98,2788,52.4,1274,Gaiman,0.0,12,2454,445,1071,3.6,11.2,10.3,2016-08-21
846,2,157,162,2336,58.5,1014,Gaiman,0.0,40,1776,267,2247,3.4,12.5,5.9,2016-08-22
498,1,173,170,2638,70.6,2661,Gaiman,0.0,27,1913,321,2108,2.1,12.1,3.4,2016-08-23
78,1,159,94,1551,75.9,1455,Gaiman,0.0,36,2179,476,1934,3.7,11.5,3.1,2016-08-24
34,1,93,171,1501,77.0,1343,Gaiman,0.0,22,2776,348,1307,6.4,11.9,4.7,2016-08-25
22,3,172,126,1872,53.2,2548,Gaiman,0.0,40,2740,469,1580,6.4,11.4,14.3,2016-08-26
615,5,142,135,1726,74.1,2622,Gaiman,0.0,13,2089,258,2549,3.1,7.8,5.5,2016-08-27
778,5,101,124,2217,77.6,1764,Gaiman,0.0,35,1693,323,2211,1.3,9.2,5.4,2016-08-28
877,1,91,135,1564,52.0,2752,Gaiman,0.0,35,2210,288,1521,3.7,14.3,9.6,2016-08-29
959,5,110,105,2807,37.6,1877,Gaiman,1.0,17,1031,384,1285,6.8,14.4,15.7,2016-08-30
379,4,125,127,1794,43.3,1908,Gaiman,0.0,26,2896,200,1204,-0.9,7.9,14.0,2016-08-31
684,1,140,140,1806,51.2,2099,Gaiman,0.0,37,2503,306,1842,-0.7,7.0,9.7,2016-09-01
480,5,127,157,1037,67.2,1068,Gaiman,0.0,9,2328,208,2338,-0.8,6.8,6.3,2016-09-02
890,3,118,111,1291,76.1,2066,Gaiman,0.0,25,2842,344,2726,-3.2,5.4,2.9,2016-09-03
344,2,163,145,1717,73.4,1616,Gaiman,0.0,29,2377,363,1673,-1.7,7.3,4.6,2016-09-04
216,2,174,171,1145,58.1,1904,Gaiman,0.0,38,1091,377,2739,-0.6,9.7,6.7,2016-09-05
210,5,101,153,1932,40.7,2490,Gaiman,0.0,30,1710,275,1954,2.6,11.7,7.6,2016-09-06
327,5,146,155,1212,43.8,1811,Gaiman,0.0,33,2190,281,2898,-0.1,12.3,3.5,2016-09-07
498,2,103,144,1831,48.1,2008,Gaiman,0.0,26,1437,242,1653,8.1,13.8,6.1,2016-09-08
698,3,102,110,2001,48.4,2204,Gaiman,0.0,44,1572,344,1936,5.3,10.8,5.3,2016-09-09
999,4,114,129,2951,71.1,1672,Gaiman,0.0,32,1737,200,1992,0.9,8.6,5.4,2016-09-10
886,5,127,104,1212,73.9,1038,Gaiman,0.0,42,1649,255,1921,5.0,11.0,5.8,2016-09-11
543,5,126,146,1066,88.2,2345,Gaiman,3.8,11,1025,492,2557,8.2,10.0,5.7,2016-09-12
216,3,166,118,1039,75.6,2535,Gaiman,0.3,44,2960,391,2776,7.2,10.5,16.9,2016-09-13
283,2,166,178,2896,71.1,1292,Gaiman,0.0,6,2791,397,1454,5.7,11.4,5.3,2016-09-14
250,3,159,95,2690,61.8,2353,Gaiman,0.0,13,1237,444,2150,8.8,13.0,7.4,2016-09-15
457,3,138,173,2447,71.0,1349,Gaiman,3.0,33,2518,296,2159,6.9,12.8,5.5,2016-09-16
126,1,137,125,2810,85.0,1522,Gaiman,0.5,36,1085,307,1279,4.9,7.7,13.0,2016-09-17
607,4,117,117,2423,77.6,2017,Gaiman,0.0,15,1144,247,1717,1.9,8.4,5.4,2016-09-18
394,1,127,153,1106,71.9,1705,Gaiman,0.0,16,1449,427,1238,5.1,13.2,11.3,2016-09-19
542,3,91,139,1599,66.4,1063,Gaiman,0.0,35,1629,339,2814,6.8,14.3,3.7,2016-09-20
938,1,123,168,2509,60.5,1704,Gaiman,0.0,33,2833,260,1250,4.1,12.9,4.6,2016-09-21
768,4,131,94,2197,44.3,2204,Gaiman,0.0,47,2298,480,1757,4.6,10.4,20.1,2016-09-22
448,1,117,120,2925,46.3,2081,Gaiman,0.0,45,1114,253,1732,-3.2,10.1,5.2,2016-09-23
908,1,94,123,1572,47.9,1232,Gaiman,0.0,15,2252,331,2786,3.0,12.9,5.3,2016-09-24
399,4,132,104,1514,82.9,1507,Gaiman,0.0,20,2420,377,2554,6.3,10.6,5.1,2016-09-25
294,5,107,152,1696,53.2,1104,Gaiman,0.0,49,1465,317,1062,4.9,14.9,7.5,2016-09-26
495,1,135,179,2422,61.7,2472,Gaiman,0.0,50,2940,248,1360,4.4,12.3,9.8,2016-09-27
981,2,102,113,2850,67.2,2537,Gaiman,0.0,16,2370,464,2496,0.4,8.9,5.4,2016-09-28
769,5,98,180,2956,68.8,2175,Gaiman,3.0,8,2484,247,2346,3.3,10.5,7.4,2016-09-29
549,2,137,91,2353,85.4,1584,Gaiman,6.5,19,1529,402,2939,8.1,10.9,8.5,2016-09-30
895,5,178,145,1144,69.9,2356,Gaiman,0.8,37,2219,275,1009,7.9,10.9,1.1,2016-10-01
869,2,106,159,1274,68.4,1015,Gaiman,0.0,5,1324,253,1226,2.2,9.2,1.1,2016-10-02
267,1,158,140,1454,69.8,2258,Gaiman,0.0,25,2681,285,1021,5.5,10.1,0.6,2016-10-03
285,3,113,119,2524,49.8,1485,Gaiman,0.0,18,2398,479,1729,2.8,11.0,2.0,2016-10-04
439,5,148,178,2725,60.4,1302,Gaiman,0.0,24,1799,241,1919,0.7,7.9,0.6,2016-10-05
698,2,100,95,1325,53.4,2008,Gaiman,0.0,18,2631,256,2814,0.9,9.9,1.9,2016-10-06
733,5,111,123,2393,52.4,2181,Gaiman,0.0,3,1441,480,2292,0.5,8.6,1.6,2016-10-07
209,1,119,127,2585,54.2,2190,Gaiman,0.0,29,2937,314,2110,0.3,7.3,2.4,2016-10-08
92,4,125,140,1140,54.9,2050,Gaiman,0.0,12,2879,206,1497,-0.7,8.1,1.8,2016-10-09
152,1,157,139,2895,54.1,1857,Gaiman,0.0,35,2374,308,1458,7.7,11.3,2.2,2016-10-10
647,5,111,111,1609,57.3,1554,Gaiman,0.6,40,2505,456,1182,3.3,9.4,2.5,2016-10-11
375,1,139,102,2218,72.3,2461,Gaiman,8.0,16,1507,460,1615,4.3,6.7,2.4,2016-10-12
756,1,95,125,1814,43.8,2482,Gaiman,0.0,25,2196,210,1730,6.1,9.4,4.8,2016-10-13
126,3,166,178,1883,40.8,2971,Gaiman,0.0,43,1436,238,2188,2.9,9.2,2.3,2016-10-14
294,5,110,145,2013,45.3,1344,Gaiman,0.0,33,1048,342,1872,-1.6,6.9,1.3,2016-10-15
895,2,163,127,2409,49.8,2614,Gaiman,0.0,34,2899,487,2206,-0.2,8.7,1.0,2016-10-16
